name,rating,Total Rating,Company Info,Highly Rated For,Critically Rated For
Tcil,4.1,(116),Telecom | New Delhi +33 other locations,"Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
SMCC Construction India,3.9,(116),Engineering & Construction | New Delhi +15 other locations,"Salary & Benefits, Job Security","Work Life Balance, Company Culture, Promotions / Appraisal"
Packt Publishing,3.6,(116),Printing & Publishing | Colmore Business District +5 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Trayee Business Solutions,3.4,(116),BPO | Chennai +2 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Marquis Technologies,3.2,(116),IT Services & Consulting | Navi Mumbai +7 other locations,,"Company Culture, Salary & Benefits, Work Satisfaction"
Nippon Toyota,4.1,(116),Auto Components | Kochi/Cochin +10 other locations,"Company Culture, Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Gleeds Hooloomann Consulting,3.8,(117),Real Estate | London +13 other locations,"Job Security, Skill Development / Learning, Company Culture",
Uniproducts,3.2,(116),Auto Components | Noida +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
JConnect Infotech,3.4,(116),Recruitment | Noida +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Patil Automation,3.3,(116),Industrial Machinery | Pune +8 other locations,,"Work Life Balance, Salary & Benefits, Promotions / Appraisal"
Chryso,3.9,(116),Building Material | Navi Mumbai +21 other locations,Job Security,Promotions / Appraisal
Delivery.com,4.0,(116),Internet | New York +51 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
Rabindranath Tagore International Institute of Cardiac Sciences,3.9,(116),Healthcare | Kolkata +7 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Company Culture"
Siemens Industry Software (India),4.4,(116),Industrial Automation | Plano +7 other locations,"Work Life Balance, Job Security, Company Culture",
Aptronix - Apple Premium Reseller,3.7,(116),Electrical Equipment | Hyderabad +16 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
Faber Sindoori Management Services,4.1,(116),Facility Management Services | Chennai +19 other locations,"Work Life Balance, Work Satisfaction",Promotions / Appraisal
One Trust,2.9,(116),Software Product | Atlanta +2 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Snowcem Paints,4.3,(116),Building Material | Mumbai +28 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
Metro Brands,4.0,(116),Fashion & Textile | Mumbai +21 other locations,,Promotions / Appraisal
Hind Rectifiers,3.4,(116),Electrical Equipment | Mumbai +8 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
CDS Infra Projects,3.7,(116),Sonipat +29 other locations,,Promotions / Appraisal
Battery Smart,3.3,(116),Internet | Delhi +18 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Scribe EMR,4.1,(116),Analytics & KPO | bangalore +8 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Gmoney Pvt. Ltd.,4.2,(116),Internet | Mumbai +18 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
Linux Laboratories,3.3,(116),Pharma | Chennai +25 other locations,,"Promotions / Appraisal, Work Life Balance, Company Culture"
Gsp Power Projects,4.1,(116),Electronics Manufacturing | New Delhi +38 other locations,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security"
Thermo Systems India,3.9,(116),Semiconductors | Hyderabad +20 other locations,Job Security,
Chaitanya Projects Consultancy,3.8,(116),Engineering & Construction | Ghaziabad +34 other locations,,Promotions / Appraisal
Cheers Interactive,3.7,(115),Management Consulting | Utrecht +4 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Amalgamated Plantations,3.9,(115),Beverage | Kolkata +20 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction"
HP Global e-Business Operations,4.2,(115),BPO | Palo Alto +4 other locations,"Company Culture, Work Life Balance, Job Security",
SKS Ispat & Power,3.6,(115),Industrial Machinery | Delhi/NCR +6 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Regus,2.9,(116),Facility Management Services | Luxembourg City +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Greenlight Planet,4.0,(115),Power | Chicago +28 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Sage Metals,3.5,(115),Metals & Mining | New Delhi +8 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Jewelex India,4.0,(115),Mumbai +4 other locations,"Job Security, Company Culture, Work Satisfaction",Promotions / Appraisal
Aakash Health Care,3.8,(115),Healthcare | Delhi/NCR +5 other locations,,Promotions / Appraisal
Dr Shroff Charity Eye Hospital,4.1,(115),Healthcare | Delhi/NCR +7 other locations,"Skill Development / Learning, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Infoblox,4.3,(115),IT Services & Consulting | Santa Clara +3 other locations,"Company Culture, Skill Development / Learning, Job Security",
MPPTCL,3.7,(115),Oil & Gas | Jabalpur +25 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security"
Verity Knowledge Solutions,2.8,(115),Investment Banking / Venture Capital / Private Equity | Hyderabad/Secunderabad +4 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Vitech Systems Asia,3.8,(115),IT Services & Consulting | New York +2 other locations,,"Skill Development / Learning, Promotions / Appraisal"
Centillion Solutions and Services,3.7,(116),IT Services & Consulting | Bengaluru +51 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
RAMADA PLAZA,4.2,(115),Hospitality | New Jersey +19 other locations,"Work Life Balance, Work Satisfaction, Job Security",
Competition Team Technology,4.0,(115),Electronics Manufacturing | Kancheepuram +2 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",Promotions / Appraisal
Infotech,4.0,(115),IT Services & Consulting | Newfoundland and Labrador +29 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
GMP Technical Solutions,4.0,(115),Industrial Machinery | Mumbai +16 other locations,"Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning"
Hegde & Hegde Pharmaceutica,4.1,(116),Pharma | Mumbai +32 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Just In Time,4.5,(115),Retail | Raipur +18 other locations,"Skill Development / Learning, Job Security, Salary & Benefits",
Samsung Semiconductor,3.6,(115),Semiconductors | San Jose +4 other locations,"Job Security, Salary & Benefits","Company Culture, Work Satisfaction, Skill Development / Learning"
Actis Technologies,4.1,(115),IT Services & Consulting | Mumbai +11 other locations,"Job Security, Company Culture, Skill Development / Learning",
Goodricke Group,4.2,(115),Food Processing | Kolkata +27 other locations,"Job Security, Company Culture, Salary & Benefits",Promotions / Appraisal
Academor,3.2,(115),Education & Training | Hyderabad / Secunderabad +3 other locations,,"Salary & Benefits, Job Security, Work Satisfaction"
Western Coalfields,4.6,(115),Metals & Mining | Nagpur +15 other locations,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",
Trident Automobiles,4.7,(115),Auto Components | Bangalore/Bengaluru +6 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",
ACE Group,4.2,(115),Real Estate | Noida +23 other locations,"Work Life Balance, Work Satisfaction, Job Security",
Metalman Microturners,3.9,(115),Metals & Mining | Rudrapur +8 other locations,,"Promotions / Appraisal, Salary & Benefits"
JUNIPER GREEN ENERGY,4.1,(115),Power | Delhi +20 other locations,"Job Security, Salary & Benefits, Work Life Balance",
Mepro Pharmaceuticals,4.0,(115),Pharma | Mumbai +8 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",
SightSpectrum Technology Solutions,3.3,(115),IT Services & Consulting | Mount Laurel +3 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Uno Minda Kyoraku,3.9,(115),Automobile | Gurugram +10 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Brose India Automotive Systems,3.8,(115),Auto Components | Coburg +3 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Dangote Industries,3.8,(115),Building Material | Lagos +8 other locations,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Metal Power Analytical,3.6,(115),Electronics Manufacturing | Mumbai +16 other locations,Salary & Benefits,"Job Security, Work Satisfaction, Work Life Balance"
Modelama Exports,3.9,(115),Fashion & Textile | Gurugram +5 other locations,"Skill Development / Learning, Salary & Benefits, Job Security",
Growel Softech,2.7,(115),Recruitment | Pune +6 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Mom's Belief,4.3,(115),Education & Training | Varanasi +24 other locations,"Skill Development / Learning, Work Satisfaction, Work Life Balance",
Dar Group,3.6,(115),Architecture & Interior Design | Beirut +10 other locations,Skill Development / Learning,"Work Life Balance, Company Culture, Promotions / Appraisal"
JUNIPER GREEN ENERGY,4.1,(115),Power | Delhi +20 other locations,"Job Security, Salary & Benefits, Work Life Balance",
Sundaram Industries,3.8,(115),Auto Components | Chennai +15 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Nido Machineries,4.2,(115),Industrial Machinery | Mumbai +13 other locations,"Skill Development / Learning, Work Satisfaction, Job Security",
Satec Envir Engineering (I),4.2,(120),Engineering & Construction | Mumbai +5 other locations,"Company Culture, Work Satisfaction, Work Life Balance",
Alstrong Enterprises,4.2,(115),Building Material | Delhi/NCR +26 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
Mepro Pharmaceuticals,4.0,(115),Pharma | Mumbai +8 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",
Brose India Automotive Systems,3.8,(115),Auto Components | Coburg +3 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Uno Minda Kyoraku,3.9,(115),Automobile | Gurugram +10 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Kemwell Biopharma,3.6,(115),Biotechnology | Bangalore/Bengaluru +3 other locations,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Khatib & Alami,3.5,(115),Engineering & Construction | Beirut +12 other locations,,"Work Life Balance, Promotions / Appraisal, Company Culture"
Growel Softech,2.7,(115),Recruitment | Pune +6 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Modelama Exports,3.9,(115),Fashion & Textile | Gurugram +5 other locations,"Skill Development / Learning, Salary & Benefits, Job Security",
JCBL,3.1,(115),Auto Components | Mohali +16 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Emiza Supply Chain Services Private Limited,3.7,(115),Logistics | Mumbai +14 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
SightSpectrum Technology Solutions,3.3,(115),IT Services & Consulting | Mount Laurel +3 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Ksk Energy Ventures,4.5,(115),Oil & Gas | Hyderabad/Secunderabad +15 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",
Sterling Information Resources,3.6,(116),Mumbai Suburban +4 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Stonex,3.9,(115),Internet | New Delhi +21 other locations,"Job Security, Salary & Benefits",
Vsun Mobile,3.9,(114),Telecom | Dubai +9 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Volvo Construction Equipment,4.3,(114),Industrial Machinery | Gothenburg +25 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Urbanpro,3.5,(114),EdTech | Bangalore +19 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
GGK Technologies,3.8,(114),IT Services & Consulting | Duluth +3 other locations,"Skill Development / Learning, Job Security",
PGEIN,3.7,(114),Accounting & Auditing | Chandigarh +2 other locations,"Salary & Benefits, Work Life Balance",Job Security
Maaden Phosphate Company,4.4,(114),Metals & Mining | Al Jalamid +9 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Yashashvi Rasayan,4.1,(114),Metals & Mining | Navsari +11 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",
Srijan Technologies,3.6,(114),IT Services & Consulting | Delhi/NCR +12 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Avinash Group,4.2,(115),Real Estate | Raipur +6 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Anmol Biscuits,4.1,(114),FMCG | Kolkata +31 other locations,"Skill Development / Learning, Job Security, Company Culture",
Milltec Machinery Pvt Ltd Bangalore,3.5,(114),Industrial Machinery | Bangalore +17 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Doshion,2.9,(114),Waste Management | Ahmedabad +6 other locations,,"Salary & Benefits, Work Satisfaction, Job Security"
KRYFS POWER COMPONENTS,4.1,(114),Industrial Machinery | Mumbai +15 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Ace Pipeline Contracts,4.2,(114),Engineering & Construction | Mumbai +31 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
Mutual Industries,3.2,(114),Petrochemicals | Mumbai +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
